"year","scenario","esm","mem","biomass"
2039,"ssp1","ipsl-cm6a-lr","zoomss",18915602298922288
2040,"ssp1","ipsl-cm6a-lr","zoomss",18515723689549516
2041,"ssp1","ipsl-cm6a-lr","zoomss",18542329586836144
2042,"ssp1","ipsl-cm6a-lr","zoomss",19025535088534464
2043,"ssp1","ipsl-cm6a-lr","zoomss",18539736412634864
2044,"ssp1","ipsl-cm6a-lr","zoomss",18416458066354280
2045,"ssp1","ipsl-cm6a-lr","zoomss",18754519162149484
2046,"ssp1","ipsl-cm6a-lr","zoomss",18512323691919492
2047,"ssp1","ipsl-cm6a-lr","zoomss",18244260420140336
2048,"ssp1","ipsl-cm6a-lr","zoomss",18488759714955488
2049,"ssp1","ipsl-cm6a-lr","zoomss",18635637658624720
2050,"ssp1","ipsl-cm6a-lr","zoomss",18494652136378008
2051,"ssp1","ipsl-cm6a-lr","zoomss",18912191823248296
2052,"ssp1","ipsl-cm6a-lr","zoomss",18522863725682076
2053,"ssp1","ipsl-cm6a-lr","zoomss",18637005129838304
2054,"ssp1","ipsl-cm6a-lr","zoomss",18742391535265452
2055,"ssp1","ipsl-cm6a-lr","zoomss",18422402370698152
2056,"ssp1","ipsl-cm6a-lr","zoomss",18815736041600376
2057,"ssp1","ipsl-cm6a-lr","zoomss",18754866852898532
2058,"ssp1","ipsl-cm6a-lr","zoomss",18079468983493988
2059,"ssp1","ipsl-cm6a-lr","zoomss",18260291150127296
2060,"ssp1","ipsl-cm6a-lr","zoomss",18546100030632992
2061,"ssp1","ipsl-cm6a-lr","zoomss",18639310193337700
2062,"ssp1","ipsl-cm6a-lr","zoomss",18608241766313228
2063,"ssp1","ipsl-cm6a-lr","zoomss",18455305664685736
2064,"ssp1","ipsl-cm6a-lr","zoomss",18351878103100160
2065,"ssp1","ipsl-cm6a-lr","zoomss",18304916862796028
2066,"ssp1","ipsl-cm6a-lr","zoomss",18479143528890592
2067,"ssp1","ipsl-cm6a-lr","zoomss",17864577909801128
2068,"ssp1","ipsl-cm6a-lr","zoomss",18471283201098956
2069,"ssp1","ipsl-cm6a-lr","zoomss",18474703461220212
2070,"ssp1","ipsl-cm6a-lr","zoomss",18358794610288768
2071,"ssp1","ipsl-cm6a-lr","zoomss",18545839952034772
2072,"ssp1","ipsl-cm6a-lr","zoomss",18299952724918268
2073,"ssp1","ipsl-cm6a-lr","zoomss",18619608217497676
2074,"ssp1","ipsl-cm6a-lr","zoomss",18654287610648124
2075,"ssp1","ipsl-cm6a-lr","zoomss",18379707302909056
2076,"ssp1","ipsl-cm6a-lr","zoomss",18227242826434060
2077,"ssp1","ipsl-cm6a-lr","zoomss",18499025499113084
2078,"ssp1","ipsl-cm6a-lr","zoomss",18707956632711456
2079,"ssp1","ipsl-cm6a-lr","zoomss",18477374600495272
2080,"ssp1","ipsl-cm6a-lr","zoomss",18551499625027116
2081,"ssp1","ipsl-cm6a-lr","zoomss",18388474712183880
2082,"ssp1","ipsl-cm6a-lr","zoomss",17892360462055626
2083,"ssp1","ipsl-cm6a-lr","zoomss",18028380443459904
2084,"ssp1","ipsl-cm6a-lr","zoomss",18203173355455632
2085,"ssp1","ipsl-cm6a-lr","zoomss",18322072291374976
2086,"ssp1","ipsl-cm6a-lr","zoomss",18731117401880036
2087,"ssp1","ipsl-cm6a-lr","zoomss",18398739056697404
2088,"ssp1","ipsl-cm6a-lr","zoomss",18732872909644864
2089,"ssp1","ipsl-cm6a-lr","zoomss",18526277495125276
2090,"ssp1","ipsl-cm6a-lr","zoomss",18600733259598544
2091,"ssp1","ipsl-cm6a-lr","zoomss",18936687189822892
2092,"ssp1","ipsl-cm6a-lr","zoomss",18598030451430344
2093,"ssp1","ipsl-cm6a-lr","zoomss",18602838229878656
2094,"ssp1","ipsl-cm6a-lr","zoomss",18580424433969552
2095,"ssp1","ipsl-cm6a-lr","zoomss",18628820371726960
2096,"ssp1","ipsl-cm6a-lr","zoomss",18967517628282040
2097,"ssp1","ipsl-cm6a-lr","zoomss",18406710979971872
2098,"ssp1","ipsl-cm6a-lr","zoomss",18188096902188216
2099,"ssp1","ipsl-cm6a-lr","zoomss",18675517991192020
2100,"ssp1","ipsl-cm6a-lr","zoomss",18467763141980844
2015,"ssp5","ipsl-cm6a-lr","zoomss",19124791399210088
2016,"ssp5","ipsl-cm6a-lr","zoomss",19053878143454604
2017,"ssp5","ipsl-cm6a-lr","zoomss",19138571800001200
2018,"ssp5","ipsl-cm6a-lr","zoomss",18920959945410004
2019,"ssp5","ipsl-cm6a-lr","zoomss",19349113114733012
2020,"ssp5","ipsl-cm6a-lr","zoomss",18976374771534416
2021,"ssp5","ipsl-cm6a-lr","zoomss",18508938890512688
2022,"ssp5","ipsl-cm6a-lr","zoomss",19050282266546960
2023,"ssp5","ipsl-cm6a-lr","zoomss",18952064474083076
2024,"ssp5","ipsl-cm6a-lr","zoomss",18858738449885952
2025,"ssp5","ipsl-cm6a-lr","zoomss",18921466782116768
2026,"ssp5","ipsl-cm6a-lr","zoomss",18767423038742740
2027,"ssp5","ipsl-cm6a-lr","zoomss",18805909569638104
2028,"ssp5","ipsl-cm6a-lr","zoomss",18571217618362268
2029,"ssp5","ipsl-cm6a-lr","zoomss",18175716597260644
2030,"ssp5","ipsl-cm6a-lr","zoomss",18665144610634692
2031,"ssp5","ipsl-cm6a-lr","zoomss",18599439626582204
2032,"ssp5","ipsl-cm6a-lr","zoomss",18585470673427216
2033,"ssp5","ipsl-cm6a-lr","zoomss",18787038484779796
2034,"ssp5","ipsl-cm6a-lr","zoomss",18645177462865132
2035,"ssp5","ipsl-cm6a-lr","zoomss",18933967623784836
2036,"ssp5","ipsl-cm6a-lr","zoomss",18812630123988992
2037,"ssp5","ipsl-cm6a-lr","zoomss",18822300146697132
2038,"ssp5","ipsl-cm6a-lr","zoomss",18550272291099236
2039,"ssp5","ipsl-cm6a-lr","zoomss",18730891117384768
2040,"ssp5","ipsl-cm6a-lr","zoomss",18453648631654344
2041,"ssp5","ipsl-cm6a-lr","zoomss",18782614502537764
2042,"ssp5","ipsl-cm6a-lr","zoomss",18817890323085840
2043,"ssp5","ipsl-cm6a-lr","zoomss",18417426472040464
2044,"ssp5","ipsl-cm6a-lr","zoomss",18460554462659448
2045,"ssp5","ipsl-cm6a-lr","zoomss",18478353231897016
2046,"ssp5","ipsl-cm6a-lr","zoomss",18293046957304872
2047,"ssp5","ipsl-cm6a-lr","zoomss",18058132153899536
2048,"ssp5","ipsl-cm6a-lr","zoomss",18130182885331384
2049,"ssp5","ipsl-cm6a-lr","zoomss",18232252171971984
2050,"ssp5","ipsl-cm6a-lr","zoomss",18215961970672772
2051,"ssp5","ipsl-cm6a-lr","zoomss",17860521567712794
2052,"ssp5","ipsl-cm6a-lr","zoomss",18214830212012636
2053,"ssp5","ipsl-cm6a-lr","zoomss",18095366178208900
2054,"ssp5","ipsl-cm6a-lr","zoomss",18200952026638972
2055,"ssp5","ipsl-cm6a-lr","zoomss",18247863857188404
2056,"ssp5","ipsl-cm6a-lr","zoomss",18040397407455244
2057,"ssp5","ipsl-cm6a-lr","zoomss",18246362544759048
2058,"ssp5","ipsl-cm6a-lr","zoomss",18046066494847804
2059,"ssp5","ipsl-cm6a-lr","zoomss",18065825039353096
2060,"ssp5","ipsl-cm6a-lr","zoomss",17960326286542454
2061,"ssp5","ipsl-cm6a-lr","zoomss",18313783472806392
2062,"ssp5","ipsl-cm6a-lr","zoomss",17996664133567632
2063,"ssp5","ipsl-cm6a-lr","zoomss",18084494495870284
2064,"ssp5","ipsl-cm6a-lr","zoomss",17671610453552958
2065,"ssp5","ipsl-cm6a-lr","zoomss",17621735588128494
2066,"ssp5","ipsl-cm6a-lr","zoomss",17525709069639034
2067,"ssp5","ipsl-cm6a-lr","zoomss",17908265492438232
2068,"ssp5","ipsl-cm6a-lr","zoomss",17271315325717444
2069,"ssp5","ipsl-cm6a-lr","zoomss",17571415341184910
2070,"ssp5","ipsl-cm6a-lr","zoomss",17380110051410372
2071,"ssp5","ipsl-cm6a-lr","zoomss",17104680638768518
2072,"ssp5","ipsl-cm6a-lr","zoomss",17503400339317054
2073,"ssp5","ipsl-cm6a-lr","zoomss",17545572810775934
2074,"ssp5","ipsl-cm6a-lr","zoomss",17520052739630362
2075,"ssp5","ipsl-cm6a-lr","zoomss",17259656627154384
2076,"ssp5","ipsl-cm6a-lr","zoomss",17476606127969880
2077,"ssp5","ipsl-cm6a-lr","zoomss",17595520314148506
2078,"ssp5","ipsl-cm6a-lr","zoomss",17231995315849974
2079,"ssp5","ipsl-cm6a-lr","zoomss",17126348975548340
2080,"ssp5","ipsl-cm6a-lr","zoomss",17218482904760290
2081,"ssp5","ipsl-cm6a-lr","zoomss",16967339852443434
2082,"ssp5","ipsl-cm6a-lr","zoomss",17094883776564744
2083,"ssp5","ipsl-cm6a-lr","zoomss",17083150595899534
2084,"ssp5","ipsl-cm6a-lr","zoomss",16935362744002370
2085,"ssp5","ipsl-cm6a-lr","zoomss",16929457700459824
2086,"ssp5","ipsl-cm6a-lr","zoomss",16686092101726226
2087,"ssp5","ipsl-cm6a-lr","zoomss",16708655955464676
2088,"ssp5","ipsl-cm6a-lr","zoomss",16693820046166362
2089,"ssp5","ipsl-cm6a-lr","zoomss",16375125992553704
2090,"ssp5","ipsl-cm6a-lr","zoomss",16538695241380274
2091,"ssp5","ipsl-cm6a-lr","zoomss",16497923104883814
2092,"ssp5","ipsl-cm6a-lr","zoomss",16465915753609422
2093,"ssp5","ipsl-cm6a-lr","zoomss",16877389579251468
2094,"ssp5","ipsl-cm6a-lr","zoomss",16986185037622146
2095,"ssp5","ipsl-cm6a-lr","zoomss",16659901334806630
2096,"ssp5","ipsl-cm6a-lr","zoomss",16736536677829558
2097,"ssp5","ipsl-cm6a-lr","zoomss",16575141942273604
2098,"ssp5","ipsl-cm6a-lr","zoomss",16319385324943568
2099,"ssp5","ipsl-cm6a-lr","zoomss",16194927705179494
2100,"ssp5","ipsl-cm6a-lr","zoomss",16288370178726352
